country,ISO,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,COUNTRYDATA,PR,CL,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEIIndexp,PEIIndexi,rating,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,important,ORGCONFIDENCE,courts,government,parliament,armedforces,electoralauth,ROTATING,bribed,bribed2,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,PEItype
Solomon Islands,SLB,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,3,3,2,2451,5,East Asia & Oceania,0,,63,60,7,,2,4,2,4,2,4,84,80,,4,3,4,4,73,70,,2,4,2,4,4,81,71,,3,3,2,4,3,3,55,51,,2,4,3,3,2,4,2,4,66,62,,4,2,4,3,4,4,66,61,,2,2,2,4,2,4,2,34,29,,3,3,3,3,4,4,2,3,2,2,62,43,,4,4,4,2,4,2,4,76,82,,3,3,2,4,3,3,4,63,60,,4,4,4,4,77,74,,3,,7,5,5,6,7,,3,3,,,,,,,,,,,,,,2,4,3,3,4,2,4,4,2,4,4,4,2,4,2,4,Moderate
Sierra Leone,SLE,2012,Rest,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,Rest,,3,3,1,1409,1,West Africa,0,,,53,7,,2,4,3,4,2,4,74,63,,4,4,4,4,73,73,,3,4,3,3,3,54,48,,3,3,3,4,3,3,50,58,,2,4,2,3,3,3,3,3,60,53,,2,4,2,3,2,3,45,35,,3,3,2,2,4,4,2,40,33,,2,4,3,3,5,4,2,3,2,1,50,49,,4,2,4,1,5,1,5,81,63,,4,2,3,4,3,3,4,57,52,,4,4,4,4,72,69,,2,,5,3,3,4,6,,4,3,,,,,,,,,,,,,,3,3,2,4,3,3,4,4,2,5,3,3,4,2,4,3,Moderate
El Salvador,SLV,Rest,Rest,2014,2015,Rest,Rest,2018,2019,Rest,Rest,Rest,,2,3,2,8228,2,Americas,0,,61,55,7,,2,4,2,4,2,4,70,65,,3,3,4,4,69,65,,2,4,2,4,4,70,57,,3,3,3,3,3,3,53,46,,2,4,3,3,3,3,2,4,65,60,,2,2,4,3,3,3,53,47,,3,2,2,3,3,4,2,39,37,,2,4,3,3,3,4,3,4,3,1,58,51,,4,3,4,2,4,2,4,71,68,,3,3,3,3,2,4,4,66,58,,3,4,3,3,64,61,,2,,5,6,5,5,6,,3,3,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,2,Moderate
Serbia,SRB,Rest,Rest,2014,Rest,2016,2017,Rest,Rest,2020,Rest,2022,,3,2,3,16593,4,Eastern Europe & Central Asia,0,,47,44,5,,3,3,4,2,3,3,51,49,,3,3,3,3,46,46,,2,4,3,3,3,60,57,,4,2,4,2,4,2,25,27,,2,4,4,4,4,2,3,3,54,53,,2,5,1,2,2,4,29,26,,2,2,2,3,3,4,2,30,29,,3,3,4,2,4,3,3,3,4,1,44,51,,3,3,3,2,4,3,3,54,52,,4,2,3,3,2,4,3,52,52,,2,3,2,2,38,38,,2,,4,3,3,5,4,,3,3,3,2,4,3,3,4,2,4,2,3,3,2,2,4,2,,,,,,,,,,,,,,,Low
Sao Tome & Principe,STP,Rest,Rest,2014,Rest,2016,Rest,2018,Rest,Rest,2021,2022,,2,2,2,3645,1,West Africa,0,,44,57,7,,2,4,2,4,2,4,74,68,,4,4,4,4,74,74,,3,3,3,3,3,56,53,,3,3,3,3,3,3,53,51,,2,4,4,4,3,3,2,4,64,63,,4,3,3,3,3,3,59,54,,3,2,1,3,3,4,2,38,28,,2,4,3,3,4,4,2,3,3,1,49,55,,4,3,4,2,4,2,4,72,63,,3,3,3,3,2,4,4,58,65,,3,4,3,3,62,64,,2,,5,6,7,6,6,,3,3,3,3,3,3,3,4,2,4,2,,,,,3,3,3,3,3,2,4,2,1,5,5,3,4,2,3,3,Moderate
Suriname,SUR,Rest,Rest,Rest,2015,Rest,Rest,Rest,Rest,2020,Rest,Rest,,2,3,3,16228,2,Americas,0,,,53,6,,3,3,3,3,2,4,60,54,,3,4,3,4,66,63,,3,3,3,3,3,56,55,,3,3,4,3,3,3,53,47,,2,4,4,4,4,2,2,4,68,62,,3,4,2,3,3,3,58,48,,3,2,2,3,3,5,2,40,30,,2,4,3,3,4,4,2,3,2,1,43,51,,3,2,4,3,3,2,4,61,61,,4,2,3,3,2,4,4,62,63,,3,4,3,3,61,58,,2,,7,5,5,6,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
Slovak Republic,SVK,Rest,Rest,2014,Rest,2016,Rest,Rest,2019,2020,Rest,Rest,,1,1,4,30744,4,Eastern Europe & Central Asia,1,,77,76,9,,2,4,2,4,2,4,77,75,,4,5,4,5,90,90,,2,4,2,4,3,71,65,,2,4,1,5,2,4,87,80,,1,5,4,4,3,3,1,5,82,81,,4,2,4,4,4,3,61,63,,4,4,3,3,3,3,3,59,58,,1,5,2,4,5,5,3,4,3,1,73,71,,5,4,5,1,5,2,4,88,89,,2,4,1,5,1,5,4,80,84,,4,5,4,4,86,87,,2,,5,5,5,7,8,,2,4,4,1,5,5,5,2,4,3,3,,,,,3,3,4,2,4,2,4,4,2,4,4,3,3,3,3,3,Very High
Slovenia,SVN,2012,Rest,2014,Rest,Rest,2017,2018,Rest,Rest,Rest,2022,,1,1,4,34974,4,Eastern Europe & Central Asia,1,,70,76,8,,2,4,2,4,2,4,80,78,,4,4,4,5,82,81,,2,4,2,4,4,77,66,,2,4,1,5,1,5,91,85,,2,4,4,4,3,3,2,4,79,77,,3,3,3,3,3,3,49,58,,4,3,3,2,4,2,4,66,64,,1,5,1,5,5,4,4,4,4,1,79,77,,5,4,5,1,5,1,5,92,90,,2,4,2,4,1,5,4,81,85,,4,5,4,4,81,84,,2,,6,5,5,7,8,,1,5,,,,5,,,,,,2,5,4,4,2,4,3,3,3,3,3,4,1,5,3,3,3,3,4,3,Very High
Sweden,SWE,Rest,Rest,2014,Rest,Rest,Rest,2018,Rest,Rest,Rest,2022,,1,1,4,50893,4,Europe,1,,86,82,9,,2,4,1,5,1,5,87,86,,4,5,5,5,92,81,,1,5,1,5,4,85,70,,1,5,1,5,1,5,95,91,,1,5,4,4,2,4,2,4,86,82,,4,2,4,4,4,2,69,67,,4,3,3,1,5,2,4,71,71,,1,5,1,5,4,5,5,5,5,1,85,82,,5,5,5,1,5,1,5,96,95,,1,5,2,4,1,5,4,90,90,,5,5,5,5,94,94,,2,,9,8,8,8,9,,1,5,,,,,,,,,,,,,,2,4,2,4,4,2,4,4,1,5,4,4,2,4,3,3,Very High
Swaziland,SWZ,Rest,2013,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,Rest,,7,6,2,7957,1,Eastern & Southern Africa,0,,48,42,4,,4,2,4,2,4,2,23,19,,3,3,3,4,62,60,,4,2,4,3,3,46,38,,3,3,3,3,3,3,54,45,,4,2,2,2,3,3,3,3,39,34,,3,3,3,2,3,3,49,41,,2,2,2,4,2,4,2,30,30,,3,3,3,3,3,3,3,3,3,2,46,41,,4,3,4,3,3,3,3,74,57,,4,2,3,3,2,4,3,57,50,,3,3,2,3,50,44,,2,,4,4,4,4,4,,3,3,,,,,,,,,,,,,,3,3,3,4,3,3,4,4,2,4,3,3,3,3,3,3,Low
Syria,SYR,Rest,Rest,2014,Rest,2016,Rest,Rest,Rest,2020,2021,Rest,,7,7,2,,3,Middle East,0,,19,23,1,,4,2,5,1,5,1,14,24,,2,2,1,2,18,22,,4,2,4,2,2,25,37,,5,1,5,1,4,2,12,23,,5,1,2,2,4,2,5,1,27,14,,1,5,1,1,1,3,21,16,,1,1,1,4,2,5,1,16,10,,4,2,4,2,3,1,2,2,2,1,29,23,,2,4,1,4,2,5,1,21,27,,2,4,2,4,3,3,1,58,51,,1,2,2,2,21,16,,1,,1,1,1,1,1,,4,2,2,5,1,2,1,4,2,5,1,,,,,,,,,,,,,,,,,,,,,Very Low
Chad,TCD,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,Rest,2021,Rest,,7,6,1,1791,1,West Africa,0,,29,31,2,,4,2,4,2,4,3,28,28,,2,3,2,2,23,23,,4,2,5,1,3,28,34,,4,2,4,2,4,2,22,22,,4,2,3,4,4,2,5,1,35,37,,2,5,1,2,2,3,25,28,,1,2,1,4,3,4,2,17,17,,4,2,4,2,3,3,3,2,3,1,28,33,,2,4,2,4,2,4,3,31,47,,5,1,3,3,3,3,2,31,31,,2,4,2,2,36,36,,1,,3,2,3,2,3,,4,3,3,4,2,3,1,4,2,4,2,,,,,,,,,,,,,,,,,,,,,Very Low
Togo,TGO,Rest,2013,Rest,2015,Rest,Rest,Rest,Rest,2020,Rest,Rest,,4,4,1,1660,1,West Africa,0,,43,36,3,,4,2,4,2,3,3,39,30,,3,3,2,3,51,43,,4,2,4,2,2,32,23,,4,2,4,2,4,2,40,21,,3,3,4,3,3,3,4,3,57,49,,3,4,2,3,3,3,53,44,,2,2,2,4,2,4,2,34,24,,3,3,4,2,4,3,2,2,3,2,53,39,,3,3,2,3,3,3,3,48,41,,4,2,4,2,3,3,2,40,32,,2,4,2,2,50,37,,3,,3,3,2,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Low
Thailand,THA,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,6,5,3,17432,3,East Asia & Oceania,0,,54,45,4,,3,3,4,2,3,3,46,44,,2,3,2,3,48,37,,3,3,2,4,4,66,59,,3,3,3,3,3,3,59,53,,4,2,4,3,4,2,4,2,42,52,,2,3,3,3,3,4,50,45,,3,2,2,4,2,3,3,36,43,,4,2,3,3,3,3,3,3,4,1,59,44,,4,3,4,3,3,3,3,53,58,,4,2,3,3,4,2,2,39,36,,1,3,2,2,36,30,,2,,2,3,4,2,3,,3,3,,,,,,,,,,,,,,3,4,3,3,3,2,5,4,1,5,3,3,3,3,3,4,Low
Tajikistan,TJK,Rest,2013,Rest,2015,Rest,Rest,Rest,Rest,2020,Rest,Rest,,7,6,2,3064,4,Eastern Europe & Central Asia,0,,18,35,2,,4,2,5,1,4,2,30,18,,3,3,2,3,41,37,,4,2,4,2,3,40,46,,4,2,4,2,4,2,43,27,,4,2,3,2,4,2,4,2,35,26,,2,5,1,2,2,3,33,27,,2,2,2,4,2,5,1,24,27,,3,3,4,2,4,2,3,4,3,2,50,40,,2,4,2,3,3,4,2,42,46,,3,3,2,4,1,5,2,64,63,,2,3,2,2,39,30,,2,,3,3,2,3,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Low
Turkmenistan,TKM,Rest,2013,Rest,Rest,Rest,2017,2018,Rest,Rest,Rest,2022,,7,7,3,15492,4,Eastern Europe & Central Asia,0,,34,33,2,,4,2,5,1,4,2,24,19,,3,3,2,3,43,42,,3,3,4,2,3,46,43,,4,2,4,2,4,2,29,34,,5,1,2,2,5,1,5,1,26,19,,1,5,1,2,2,2,17,18,,2,1,1,4,2,5,1,15,18,,3,3,4,2,3,1,2,3,4,1,38,35,,2,4,1,4,2,4,2,25,37,,2,4,1,5,1,5,2,77,79,,2,3,1,2,30,26,,1,,1,2,2,2,2,,3,3,,,,2,,,,,,2,2,1,1,3,3,2,4,2,2,4,2,2,4,2,2,4,2,3,3,Very Low
Timor-Leste,TLS,Rest,Rest,Rest,Rest,Rest,2017,2018,Rest,Rest,Rest,2022,,3,3,2,6310,3,East Asia & Oceania,0,,56,66,8,,3,3,3,3,2,4,66,66,,4,4,4,4,83,82,,2,4,2,4,4,69,54,,3,3,3,3,2,4,56,52,,2,4,3,3,3,3,2,4,66,70,,3,3,3,3,4,2,49,54,,3,3,2,3,3,3,3,43,44,,2,4,2,4,4,5,2,3,4,1,57,60,,4,4,4,1,5,1,5,87,84,,2,4,2,4,1,5,4,82,80,,4,4,4,4,80,78,,2,,6,6,6,6,7,,3,3,,,,4,,,,,,3,4,4,4,2,4,4,2,4,2,4,3,1,5,4,3,2,4,4,2,High
Tonga,TON,Rest,Rest,2014,Rest,Rest,2017,Rest,Rest,Rest,2021,Rest,,2,2,3,5363,5,East Asia & Oceania,0,,38,57,7,,3,3,3,3,3,3,59,53,,4,4,4,4,70,66,,3,3,2,4,3,56,57,,3,3,3,3,3,3,55,50,,2,4,3,3,3,3,2,4,54,55,,3,4,2,3,3,3,44,44,,2,2,2,4,2,3,3,34,39,,2,4,2,4,4,4,3,3,2,2,40,54,,4,4,4,3,3,3,3,69,73,,4,3,2,4,2,4,4,67,61,,3,4,3,4,65,73,,2,,7,5,5,5,7,,3,3,,,,4,,,,,,4,4,4,4,2,4,,,,,,,,,,,,,,,Moderate
Trinidad and Tobago,TTO,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2020,Rest,Rest,,2,2,4,26125,2,Americas,0,,34,66,7,,3,3,2,4,2,4,65,67,,4,5,4,4,75,75,,3,3,3,3,3,47,46,,4,2,3,3,3,3,47,66,,2,4,4,4,3,3,2,4,70,75,,3,3,3,3,3,3,47,56,,2,3,2,3,3,4,2,33,59,,3,3,3,3,5,4,1,3,2,1,34,62,,4,4,4,4,2,3,3,35,83,,3,3,3,3,2,5,4,61,63,,4,4,3,4,65,72,,2,,7,5,6,6,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
Tunisia,TUN,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,2,3,3,11614,1,North Africa,0,,56,59,7,,3,3,3,3,2,4,66,55,,3,4,4,4,74,74,,3,3,3,3,3,58,60,,3,3,3,3,3,3,56,51,,2,4,4,4,3,3,2,4,68,65,,3,3,3,3,3,4,55,47,,3,3,2,4,2,4,3,42,37,,2,4,3,3,4,4,2,4,4,2,66,57,,4,4,4,2,4,2,4,76,71,,3,3,2,4,2,4,3,68,65,,4,4,4,4,73,69,,3,,6,5,5,6,7,,4,2,,,,,,,,,,,,,,3,3,3,3,3,4,2,4,2,4,3,2,4,2,4,2,Moderate
Turkey,TUR,Rest,Rest,2014,2015,Rest,Rest,2018,Rest,Rest,Rest,Rest,,4,5,3,24087,4,Europe,1,,51,45,5,,4,2,4,2,3,3,38,28,,3,4,3,3,61,56,,3,3,3,3,3,50,43,,3,3,3,3,3,3,58,53,,3,3,3,3,4,2,4,2,50,42,,1,5,1,1,2,4,35,24,,2,2,2,3,3,5,1,34,25,,3,3,4,2,4,3,2,3,4,1,55,48,,3,4,3,3,3,3,3,67,61,,3,3,2,4,1,5,4,72,66,,2,3,3,3,52,45,,2,,3,2,4,5,4,,4,2,,,,,,,,,,,,,,4,2,4,2,2,2,4,3,2,4,1,1,5,1,4,2,Low
Taiwan,TWN,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,2020,Rest,Rest,,1,1,4,,3,East Asia & Oceania,0,,73,77,9,,3,3,2,4,1,5,73,73,,5,5,5,5,95,95,,2,4,3,3,4,68,68,,1,5,1,5,1,5,91,92,,1,5,5,4,2,4,1,5,88,88,,3,2,4,3,3,4,62,62,,3,3,3,3,3,3,3,58,58,,1,5,1,5,5,4,1,4,2,1,56,57,,5,5,5,1,5,1,5,97,97,,2,4,2,4,1,5,5,87,86,,5,5,5,5,94,94,,1,,7,7,5,7,9,,2,4,4,2,4,5,5,3,3,4,3,,,,,,,,,,,,,,,,,,,,,Very High
Tanzania,TZA,Rest,Rest,Rest,2015,Rest,Rest,Rest,Rest,2020,Rest,Rest,,4,5,2,2716,1,Eastern & Southern Africa,0,,35,37,4,,4,2,4,2,4,2,30,23,,3,3,3,3,50,43,,3,3,3,3,3,50,41,,4,2,4,2,3,3,35,26,,4,2,3,4,3,3,4,2,50,42,,2,4,2,2,2,4,40,38,,2,2,2,4,2,4,2,32,24,,4,2,4,2,3,4,2,3,2,1,36,41,,3,2,3,3,3,3,3,47,44,,4,2,3,3,3,3,3,44,39,,2,3,2,2,41,36,,1,,6,4,5,6,4,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Low
Uganda,UGA,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,Rest,2021,Rest,,6,5,1,2123,1,Eastern & Southern Africa,0,,36,34,2,,4,2,4,2,4,2,34,34,,2,4,2,2,33,33,,3,3,3,3,3,47,38,,4,2,4,2,4,2,17,30,,4,2,3,3,3,3,4,2,46,46,,2,4,2,2,4,4,41,41,,2,1,1,4,2,5,1,14,13,,4,2,5,1,3,3,2,3,1,2,19,29,,2,4,2,3,3,4,2,41,40,,4,2,4,2,4,2,2,30,30,,2,4,3,2,39,39,,1,,5,3,4,3,3,,4,2,2,4,2,3,2,5,2,5,1,,,,,,,,,,,,,,,,,,,,,Very Low
Ukraine,UKR,2012,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,3,3,2,9797,4,Eastern Europe & Central Asia,0,,50,52,7,,3,3,3,3,3,3,64,58,,3,4,3,4,67,61,,3,3,3,3,3,59,49,,4,2,3,3,3,3,48,36,,3,3,4,4,3,3,3,3,59,58,,3,3,3,3,3,4,56,47,,3,3,2,3,3,4,2,41,35,,3,3,4,2,3,4,3,3,4,1,56,49,,3,3,3,3,3,3,3,65,61,,3,3,3,3,2,4,3,67,62,,3,4,3,3,62,56,,1,,3,4,4,6,5,,3,3,,,,,,,,,,,,,,4,3,4,2,3,3,3,4,3,3,4,2,3,3,4,2,Moderate
Uruguay,URY,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,1,1,4,22965,2,Americas,0,,86,77,10,,2,4,1,5,1,5,92,91,,5,5,5,5,96,95,,2,5,1,5,4,84,70,,1,5,1,5,1,5,96,82,,1,5,4,4,3,3,1,5,77,79,,4,2,4,3,4,2,54,64,,4,3,3,2,4,2,4,63,61,,1,5,1,5,4,5,1,3,1,1,58,61,,5,4,5,2,4,2,4,90,88,,1,5,1,5,1,5,4,87,94,,5,4,4,5,89,88,,1,,8,8,8,5,9,,1,5,,,,,,,,,,,,,,3,3,3,3,4,3,3,4,3,3,4,4,3,3,3,3,Very High
United States,USA,2012,Rest,2014,Rest,2016,Rest,2018,Rest,2020,Rest,2022,,2,1,4,59227,2,Americas,1,,59,62,7,,4,2,3,3,3,3,43,39,,4,4,4,4,80,78,,4,2,4,2,2,25,20,,4,2,3,3,2,4,45,45,,2,4,4,4,2,4,1,5,78,76,,3,2,4,3,3,3,61,57,,3,3,3,3,3,2,4,50,50,,2,4,2,4,3,4,4,4,4,2,67,68,,4,4,4,2,4,2,4,79,79,,3,3,3,3,2,4,4,63,61,,4,4,4,4,77,75,,2,,7,7,5,7,7,,1,5,5,3,3,5,4,1,5,3,3,,,,,,,,,,,,,,,,,,,,,High
Uzbekistan,UZB,Rest,Rest,Rest,2015,2016,Rest,Rest,Rest,Rest,2021,Rest,,7,7,2,6788,4,Eastern Europe & Central Asia,0,,48,40,3,,4,2,4,2,4,2,35,28,,4,4,2,3,60,53,,3,3,4,2,3,51,45,,4,2,3,3,3,3,40,42,,5,1,3,3,4,2,4,2,38,27,,2,4,2,2,2,2,33,24,,2,2,2,3,3,4,2,41,25,,2,4,4,2,4,2,3,3,3,2,53,42,,3,4,3,4,2,3,3,55,53,,2,4,2,4,1,5,2,67,75,,2,3,2,3,42,31,,1,,3,4,3,4,3,,2,4,2,3,3,3,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,Low
Venezuela,VEN,2012,2013,Rest,2015,Rest,Rest,2018,Rest,2020,Rest,Rest,,6,5,3,18212,2,Americas,0,,31,38,3,,4,2,4,2,4,2,34,26,,2,3,2,2,42,36,,3,3,4,2,2,43,40,,3,3,3,3,3,3,48,40,,4,2,4,3,4,2,4,2,50,44,,2,4,2,2,2,4,38,33,,1,2,1,3,3,5,1,28,19,,3,3,4,2,4,3,2,3,3,1,38,43,,3,3,3,4,2,4,2,48,44,,3,3,3,3,2,4,3,61,56,,2,3,2,2,37,30,,1,,2,2,4,3,3,,4,2,,,,,,,,,,,,,,3,3,3,3,2,3,3,3,2,4,3,2,4,2,4,2,Very Low
Vietnam,VNM,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,Rest,2021,Rest,,7,6,2,8989,3,East Asia & Oceania,0,,54,39,4,,5,1,5,1,4,2,13,21,,3,4,2,3,57,54,,4,3,4,2,2,27,36,,3,3,3,3,4,2,40,41,,5,1,3,3,3,3,4,2,40,36,,2,5,1,2,2,3,26,26,,2,2,3,2,4,3,3,32,37,,2,4,3,3,4,2,2,3,2,1,45,42,,3,3,3,4,2,4,2,35,39,,4,3,2,4,2,4,2,53,56,,2,4,2,3,36,39,,2,,4,4,5,5,3,,2,4,3,3,3,3,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,Very Low
Vanuatu,VUT,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,2020,Rest,2022,,2,2,2,3058,5,East Asia & Oceania,0,,64,60,8,,2,4,2,4,2,4,77,76,,4,4,4,4,73,73,,3,3,2,4,3,61,53,,4,2,4,2,3,3,33,20,,2,4,3,4,3,4,2,4,69,64,,4,2,4,3,4,4,69,68,,3,3,2,3,3,3,3,39,36,,2,4,3,3,4,4,4,3,3,2,59,51,,4,3,4,2,4,2,4,72,74,,3,3,2,4,1,5,4,71,71,,4,4,4,4,73,74,,2,,8,6,6,6,8,,3,3,4,2,4,4,4,4,2,4,2,,,,,,,,,,,,,,,,,,,,,Moderate
Samoa,WSM,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,Rest,2021,Rest,,2,2,3,6383,5,East Asia & Oceania,0,,48,51,7,,4,2,4,2,4,2,33,25,,3,4,3,3,64,64,,3,3,3,3,4,56,60,,3,3,3,3,3,3,48,40,,4,2,3,3,3,3,2,4,54,48,,3,4,2,3,4,4,54,52,,3,3,2,3,3,4,2,33,33,,2,4,3,3,4,4,3,4,2,2,56,51,,4,4,4,3,3,3,3,62,69,,4,2,3,3,2,4,4,54,56,,3,4,4,4,64,60,,3,,8,6,6,5,7,,4,2,3,3,3,4,4,4,2,5,1,,,,,,,,,,,,,,,,,,,,,Moderate
South Africa,ZAF,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,2,2,3,13708,1,Eastern & Southern Africa,0,,64,66,8,,2,4,3,3,2,4,76,74,,4,4,4,4,82,80,,2,4,2,4,4,74,64,,4,2,3,3,3,3,53,55,,2,4,4,4,3,3,3,3,71,69,,4,3,3,3,4,3,61,61,,3,2,2,3,3,4,2,38,44,,3,3,3,3,4,4,3,4,4,1,64,63,,4,4,4,2,4,2,4,83,76,,3,3,2,4,2,4,4,77,73,,4,4,4,4,77,73,,2,,8,5,5,5,7,,3,4,,,,,,,,,,,,,,2,4,4,2,4,2,4,4,2,4,4,4,3,3,3,3,High
Zambia,ZMB,Rest,Rest,Rest,2015,2016,Rest,Rest,Rest,Rest,2021,Rest,,4,4,2,3410,1,Eastern & Southern Africa,0,,46,42,5,,3,3,4,2,3,3,42,39,,2,3,3,3,52,47,,3,3,2,4,3,63,58,,4,2,4,2,4,2,39,33,,2,4,3,4,4,2,4,2,55,51,,2,4,2,2,2,4,35,31,,2,2,1,3,3,4,2,28,22,,4,2,4,2,4,4,2,3,2,2,42,38,,3,2,3,2,4,2,4,64,57,,4,2,3,3,2,4,4,56,53,,2,3,2,3,46,44,,1,,5,6,5,6,5,,4,2,3,4,2,4,3,4,2,4,2,,,,,,,,,,,,,,,,,,,,,Low
Zimbabwe,ZWE,Rest,2013,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,Rest,,6,6,1,1934,1,Eastern & Southern Africa,0,,38,38,4,,4,2,4,2,4,2,37,30,,2,3,2,2,45,37,,4,2,3,3,3,44,39,,4,2,4,2,4,2,32,24,,3,3,3,4,3,3,3,3,60,53,,2,4,2,2,2,4,45,38,,2,2,2,4,2,4,2,28,20,,4,2,4,2,3,3,4,3,1,1,46,40,,3,3,3,3,3,3,3,54,49,,5,1,2,4,3,3,3,46,42,,2,3,2,2,43,37,,1,,5,3,5,3,4,,4,2,,,,,,,,,,,,,,3,3,4,3,3,3,3,4,3,3,3,3,4,2,4,2,Very Low